,image,pred,actual,group,spurious,correct,caption
999,163770.jpg,0,0,1,1,1,"organization leader , the richest man in the world."
1000,163771.jpg,0,0,1,1,1,portrait of a man smiling.
1001,163772.jpg,0,0,1,1,1,a man with his head in the air.
1002,163773.jpg,0,0,1,1,1,"person , a man with a beard."
1003,163774.jpg,1,1,2,0,1,person is the new face of person.
1004,163775.jpg,1,1,2,0,1,"person , a native , is a former contestant."
1005,163776.jpg,0,0,1,1,1,hip hop artist attends the album release party.
1006,163777.jpg,0,0,1,1,1,"person , who is a musician , was arrested on monday."
1007,163778.jpg,0,0,1,1,1,"hard rock artist , the man behind the voices."
1008,163779.jpg,0,0,1,1,1,politician is shown in this undated file photo.
1009,163780.jpg,0,0,0,0,1,actor poses for a portrait during awards.
1010,163781.jpg,0,0,0,0,1,hair is a must for any girl.
1011,163782.jpg,1,1,2,0,1,actor - i love her hair like this.
1012,163783.jpg,0,1,2,0,0,"person , a former contestant , is now a contestant."
1013,163784.jpg,0,0,1,1,1,actor is a man of many talents.
1014,163785.jpg,0,0,0,0,1,"pop artist is a singer - songwriter , actress and model."
1015,163786.jpg,0,0,1,1,1,actor is photographed for the observer.
1016,163787.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1017,163788.jpg,0,0,0,0,1,"person , who is now a mother , was arrested on friday."
1018,163789.jpg,0,0,1,1,1,football player has been named in the squad for the friendly.
1019,163790.jpg,0,0,1,1,1,the most popular hairstyles of the80s.
1020,163791.jpg,0,0,1,1,1,hip hop artist attends the premiere.
1021,163792.jpg,0,0,0,0,1,"person , who was the first woman to be appointed as the ambassador."
1022,163793.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1023,163794.jpg,1,0,0,0,0,actor at the premiere of romantic comedy film.
1024,163795.jpg,0,0,1,1,1,"hard rock artist , the lead singer for hard rock artist , died these are previously unreleased."
1025,163796.jpg,0,0,0,0,1,actor is all smiles as she arrives for the premiere of her film.
1026,163797.jpg,0,0,1,1,1,football player during the match.
1027,163798.jpg,0,0,0,0,1,"person , a native , is a native."
1028,163799.jpg,0,0,1,1,1,actor as person in tv programme.
1029,163800.jpg,0,0,1,1,1,actor attends the los angeles premiere.
1030,163801.jpg,0,0,1,1,1,"politician , the former head , is seen."
1031,163802.jpg,0,0,0,0,1,actor in a hat by person.
1032,163803.jpg,0,0,1,1,1,person was the only player to score a hat - trick.
1033,163804.jpg,0,0,0,0,1,portrait of a young woman.
1034,163805.jpg,0,0,1,1,1,"politician , the former president , is seen during a news conference."
1035,163806.jpg,1,0,0,0,0,person has been working on a new tattoo.
1036,163807.jpg,0,0,0,0,1,"person , a cat , with person."
1037,163808.jpg,0,0,0,0,1,"person , a girl , has been diagnosed with a rare genetic condition that causes her to have a small bump on her forehead."
1038,163809.jpg,0,0,0,0,1,actor arrives at the premiere.
1039,163810.jpg,0,0,1,1,1,actor is a singer - songwriter and actor.
1040,163811.jpg,0,0,1,1,1,"actor , who plays person in the film , died friday at age."
1041,163812.jpg,0,0,1,1,1,actor attends the world premiere.
1042,163813.jpg,0,0,1,1,1,"actor , who plays person in the film , has died at age."
1043,163814.jpg,1,1,2,0,1,"person , a former contestant , has been named person."
1044,163815.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1045,163816.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1046,163817.jpg,0,0,1,1,1,actor attends the premiere of the film.
1047,163818.jpg,0,0,1,1,1,actor - i love his hair.
1048,163819.jpg,0,0,0,0,1,how to make a face mask for beginners.
1049,163820.jpg,0,0,0,0,1,actor at the premiere of the film.
1050,163821.jpg,0,0,1,1,1,actor attends the premiere of season.
1051,163822.jpg,0,0,0,0,1,actor in a scene from the movie.
1052,163823.jpg,0,0,1,1,1,actor is the new face of person.
1053,163824.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
1054,163825.jpg,0,0,0,0,1,"person , was found in a bedroom."
1055,163826.jpg,0,0,1,1,1,actor at the premiere of romance film.
1056,163827.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1057,163828.jpg,0,0,1,1,1,basketball shooting guard is a basketball player.
1058,163829.jpg,0,0,1,1,1,"person , a former contestant , is shown in this undated image."
1059,163830.jpg,0,0,0,0,1,"actor , the face of beauty."
1060,163831.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1061,163832.jpg,0,0,0,0,1,"actor , the first woman to win award category."
1062,163833.jpg,0,0,1,1,1,person has a smile on his face.
1063,163834.jpg,0,0,0,0,1,actor is a model and actress.
1064,163835.jpg,0,0,1,1,1,artist performs at the concert.
1065,163836.jpg,0,0,1,1,1,the man behind the mask.
1066,163837.jpg,0,1,3,1,0,"football player , the player of the year."
1067,163838.jpg,1,1,2,0,1,hair and makeup for the wedding.
1068,163839.jpg,0,0,0,0,1,"person , who was the first person to be named person , was a former member of the royal family."
1069,163840.jpg,1,1,2,0,1,long hair with a bob.
1070,163841.jpg,0,0,1,1,1,actor with a big smile.
1071,163842.jpg,1,0,0,0,0,pop artist is the face of person.
1072,163843.jpg,0,0,1,1,1,actor arrives at the premiere.
1073,163844.jpg,0,0,0,0,1,actor is the new face of person.
1074,163845.jpg,0,0,0,0,1,wallpaper probably with a portrait called actor.
1075,163846.jpg,0,0,1,1,1,"person , a man who was shot in the head."
1076,163847.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
1077,163848.jpg,0,0,0,0,1,"actor is a model , actress and actress."
1078,163849.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1079,163850.jpg,0,0,0,0,1,actor attends the premiere during festival at festivals.
1080,163851.jpg,0,0,1,1,1,actor is the new face of person.
1081,163852.jpg,0,0,1,1,1,politician is a former president and the first president.
1082,163853.jpg,0,0,1,1,1,person has been named the new face of the campaign.
1083,163854.jpg,0,0,1,1,1,actor - i love his hair.
1084,163855.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
1085,163856.jpg,0,0,0,0,1,"i 'm not a fan of curly hair , but i love the look of this girl."
1086,163857.jpg,1,1,2,0,1,"actor , the first woman to win award category."
1087,163858.jpg,0,0,0,0,1,"person , a former teacher , was a great teacher."
1088,163859.jpg,0,0,1,1,1,football player is the face of the club.
1089,163860.jpg,0,0,1,1,1,football player is a fan of the national team.
1090,163861.jpg,0,1,3,1,0,"person , a man with a beard."
1091,163862.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1092,163863.jpg,0,0,1,1,1,person with a long wavy hairstyle.
1093,163864.jpg,0,0,1,1,1,actor is a man with a dark side.
1094,163865.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1095,163866.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1096,163867.jpg,0,0,1,1,1,"person , who was the first person to be diagnosed with the condition , has died."
1097,163868.jpg,0,0,0,0,1,"person , who was born and raised , said she was inspired by the beauty of the model."
1098,163869.jpg,0,0,0,0,1,actor in a publicity portrait from the film.
1099,163870.jpg,0,0,1,1,1,actor is a man of many talents.
1100,163871.jpg,0,0,0,0,1,actor attends the premiere of season.
1101,163872.jpg,1,1,2,0,1,actor in a publicity portrait from the television series.
1102,163873.jpg,0,0,0,0,1,actor is the face of beauty.
1103,163874.jpg,0,0,1,1,1,actor appears on show with comedian.
1104,163875.jpg,0,0,1,1,1,"person , a man who was born with a rare genetic condition , was found dead in his home."
1105,163876.jpg,0,0,0,0,1,i love the hair color and the shape of her face.
1106,163877.jpg,1,1,2,0,1,person performs during the concert.
1107,163878.jpg,0,0,1,1,1,actor as person in the movie.
1108,163879.jpg,1,1,2,0,1,person is a singer and actress.
1109,163880.jpg,0,0,1,1,1,actor at the premiere of comedy.
1110,163881.jpg,0,0,1,1,1,person is a very attractive young man with dark hair and a very long nose.
1111,163882.jpg,0,0,0,0,1,actor as person in the movie.
1112,163883.jpg,0,0,0,0,1,"person , who was found with a head injury , was found in a bedroom."
1113,163884.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1114,163885.jpg,1,0,0,0,0,actor is the face of beauty.
1115,163886.jpg,0,0,0,0,1,"person is a beauty with a long , layered , and layered hairstyle."
1116,163887.jpg,0,0,1,1,1,"person , a man with a long , wavy beard."
1117,163888.jpg,1,1,2,0,1,person is a singer and actress.
1118,163889.jpg,1,1,2,0,1,actor is the new face of person.
1119,163890.jpg,1,1,2,0,1,i want my hair like this !.
1120,163891.jpg,0,0,1,1,1,"i 'm not sure what this is , but i love hair like this."
1121,163892.jpg,0,0,1,1,1,actor is the new face of person.
1122,163893.jpg,0,0,1,1,1,the most popular hairstyles of men.
1123,163894.jpg,0,0,1,1,1,actor is a man of many talents.
1124,163895.jpg,1,1,2,0,1,the new web for people who love hair !.
1125,163896.jpg,0,0,0,0,1,actor is a model and actress.
1126,163897.jpg,0,0,1,1,1,a young man is drinking water from a tap.
1127,163898.jpg,0,0,1,1,1,"actor is an actor , known for his role as film character in the television series."
1128,163899.jpg,0,0,0,0,1,actor - i love her hair !.
1129,163900.jpg,0,0,0,0,1,actor is the new face of person.
1130,163901.jpg,0,0,1,1,1,actor as film character in the movie.
1131,163902.jpg,0,0,0,0,1,actor arrives at the premiere.
1132,163903.jpg,0,0,0,0,1,actor in a hat from the movie.
1133,163904.jpg,0,0,0,0,1,portrait of a happy woman smiling.
1134,163905.jpg,0,0,1,1,1,actor is a man of style.
1135,163906.jpg,0,0,1,1,1,person was the first person to be killed by a lightning bolt.
1136,163907.jpg,0,1,2,0,0,actor at the premiere of romantic comedy film.
1137,163908.jpg,0,0,0,0,1,"person , a former contestant , is the latest contestant to be evicted from tv programme."
1138,163909.jpg,0,0,1,1,1,actor is a man of many talents.
1139,163910.jpg,1,1,2,0,1,actor is the face of person.
1140,163911.jpg,0,0,0,0,1,actor in a promotional portrait.
1141,163912.jpg,0,0,1,1,1,actor is a man of many talents.
1142,163913.jpg,0,0,1,1,1,"person , the man behind the new glasses."
1143,163914.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1144,163915.jpg,0,0,0,0,1,actor attends the premiere of film.
1145,163916.jpg,1,1,2,0,1,person is a model and actress.
1146,163917.jpg,0,0,0,0,1,person is one of the top players.
1147,163918.jpg,1,1,2,0,1,actor in a publicity portrait from the film.
1148,163919.jpg,0,0,0,0,1,"person , who was the first person to be diagnosed with the condition , said she was inspired to start her own business after seeing the results of her treatment."
1149,163920.jpg,0,0,1,1,1,football player is the only player to have won the title.
1150,163921.jpg,0,0,1,1,1,"person , a former chief executive , is among the people who have been named as the new chief executive."
1151,163922.jpg,1,0,0,0,0,person is the new face of person.
1152,163923.jpg,0,0,0,0,1,person is the face of person.
1153,163924.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
1154,163925.jpg,1,1,2,0,1,actor in the movie poster.
1155,163926.jpg,0,0,1,1,1,actor at the premiere of season.
1156,163927.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1157,163928.jpg,0,0,1,1,1,"politician , the first black man to win the presidential election."
1158,163929.jpg,0,0,1,1,1,person was a player for uk constituent country.
1159,163930.jpg,0,0,1,1,1,person is the only person who can match the smile of his father.
1160,163931.jpg,0,0,0,0,1,a woman looks at the camera.
1161,163932.jpg,0,0,0,0,1,actor at the premiere of comedy.
1162,163933.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1163,163934.jpg,0,0,1,1,1,"person , who was the first person to be diagnosed with the disease , died."
1164,163935.jpg,0,0,1,1,1,actor arrives at the premiere.
1165,163936.jpg,0,0,0,0,1,"person , a former contestant , is the latest contestant to be evicted from tv programme."
1166,163937.jpg,0,0,1,1,1,a man drinks water from a bottle.
1167,163938.jpg,0,0,0,0,1,a woman with a black and white face.
1168,163939.jpg,0,0,1,1,1,actor as a young man.
1169,163940.jpg,0,0,0,0,1,olympic athlete of the waves to the media during a press conference.
1170,163941.jpg,0,0,0,0,1,actor in a promotional portrait.
1171,163942.jpg,0,0,1,1,1,actor - i 'm not a fan of his hair but i love his eyes.
1172,163943.jpg,0,0,0,0,1,"actor , the girl who played tv character in tv sitcom."
1173,163944.jpg,0,0,0,0,1,actor as person in the tv series.
1174,163945.jpg,1,1,2,0,1,person is a model and actress.
1175,163946.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1176,163947.jpg,0,0,1,1,1,actor arrives at the premiere.
1177,163948.jpg,0,0,0,0,1,"actor , who plays person in the film , has been nominated for award."
1178,163949.jpg,0,1,2,0,0,"actor , the first black woman to win award category."
1179,163950.jpg,0,0,0,0,1,"person , a student , smiles during a news conference."
1180,163951.jpg,0,0,1,1,1,actor at the premiere of film.
1181,163952.jpg,0,0,0,0,1,"actor , who plays person in the film , has died at age."
1182,163953.jpg,0,0,1,1,1,i 'm not a fan of the hair but i love the look.
1183,163954.jpg,0,0,1,1,1,actor is shown in this undated image.
1184,163955.jpg,1,0,0,0,0,the video shows the blonde woman smiling and looking at the camera.
1185,163956.jpg,0,0,1,1,1,the man with the tattoo.
1186,163957.jpg,1,1,2,0,1,actor at the premiere of comedy film.
1187,163958.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
1188,163959.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1189,163960.jpg,0,0,1,1,1,actor is a man of many talents.
1190,163961.jpg,0,0,1,1,1,cricket player is the only player to have played in a major tournament.
1191,163962.jpg,1,1,2,0,1,actor arrives at the premiere.
1192,163963.jpg,0,0,0,0,1,"person , a girl who was born with a rare genetic condition , is now living at home."
1193,163964.jpg,0,0,1,1,1,"person , who is the new head coach , speaks during a press conference."
1194,163965.jpg,0,0,1,1,1,actor from the film poses for a portrait during festival.
1195,163966.jpg,0,0,1,1,1,"person , a former contestant , has been named person."
1196,163967.jpg,1,1,3,1,1,actor at the premiere of romantic comedy film.
1197,163968.jpg,0,1,3,1,0,actor as a young man.
1198,163969.jpg,0,0,0,0,1,"person , a student , was one of the first people to be diagnosed with the disease."
1199,163970.jpg,0,0,0,0,1,actor as tv character in tv sitcom.
1200,163971.jpg,0,0,0,0,1,"person , a former resident , was shot and killed by a coyote."
1201,163972.jpg,0,0,1,1,1,"person , a former teacher , is now a professor."
1202,163973.jpg,0,0,0,0,1,person is a young woman who has been left behind by her boyfriend.
1203,163974.jpg,0,0,0,0,1,"person , a student , was found in a tree."
1204,163975.jpg,1,1,2,0,1,person with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
1205,163976.jpg,0,1,2,0,0,"person , a former contestant , is the latest person to be evicted from tv programme."
1206,163977.jpg,0,0,1,1,1,actor attends the press conference of film.
1207,163978.jpg,0,0,0,0,1,"person , who is a singer , has been performing."
1208,163979.jpg,0,0,1,1,1,"person , a man with a beard."
1209,163980.jpg,0,0,0,0,1,the face of a woman.
1210,163981.jpg,0,0,0,0,1,person is a singer - songwriter and actress.
1211,163982.jpg,0,0,0,0,1,hair styles for a round face.
1212,163983.jpg,0,0,1,1,1,"actor , the man behind the voices."
1213,163984.jpg,0,0,1,1,1,golfer is one of the most successful golfers of all time.
1214,163985.jpg,0,0,0,0,1,actor as a young woman.
1215,163986.jpg,1,1,2,0,1,person is the first female to win the women 's race.
1216,163987.jpg,0,0,0,0,1,"person , a former contestant , is shown in this undated file photo."
1217,163988.jpg,0,0,0,0,1,"actor is a model , actress and model."
1218,163989.jpg,0,0,1,1,1,"person , a former football player , is shown in this undated photo."
1219,163990.jpg,0,0,0,0,1,person is the new face of person.
1220,163991.jpg,0,0,0,0,1,actor attends the series premiere.
1221,163992.jpg,0,0,1,1,1,"person , a former contestant , is shown in this undated image."
1222,163993.jpg,0,0,1,1,1,"person , a man with a beard."
1223,163994.jpg,0,0,1,1,1,hip hop artist appears to have a lot of tattoos on his head.
1224,163995.jpg,0,0,0,0,1,a mask from the movie.
1225,163996.jpg,1,1,2,0,1,i love the look of this hair.
1226,163997.jpg,0,0,1,1,1,"actor , the man who played film character in the movie."
1227,163998.jpg,0,0,0,0,1,"person , was found in a bedroom."
1228,163999.jpg,0,0,1,1,1,"football player , the player who has been linked with a move."
1229,164000.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
1230,164001.jpg,0,0,0,0,1,the face of a girl.
1231,164002.jpg,0,1,2,0,0,"actor is a model , actress and model."
1232,164003.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1233,164004.jpg,0,0,0,0,1,actor with a wavy hairstyle.
1234,164005.jpg,0,0,1,1,1,pop artist at the premiere.
1235,164006.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1236,164007.jpg,0,0,0,0,1,olympic athlete has a tear in her eye after losing a point to olympic athlete.
1237,164008.jpg,0,0,0,0,1,"person , the girl who played the lead role in the movie."
1238,164009.jpg,0,0,1,1,1,"actor , who was born in the city."
1239,164010.jpg,0,0,1,1,1,actor is a man of many talents.
1240,164011.jpg,0,0,1,1,1,actor at the premiere of romance film.
1241,164012.jpg,1,0,0,0,0,"person , who was found in a bathroom with her head in her hands , has been charged with second degree murder."
1242,164013.jpg,0,0,0,0,1,"person , who was born with a rare genetic condition , has been diagnosed with the condition."
1243,164014.jpg,0,0,0,0,1,actor with a weight of kg and a feet size of 9 in favorite outfit & clothing style.
1244,164015.jpg,0,0,1,1,1,actor is the new face of person.
1245,164016.jpg,0,0,0,0,1,person is the face of the campaign.
1246,164017.jpg,0,0,0,0,1,i 'm not a fan of the hair but i love the face.
1247,164018.jpg,0,0,1,1,1,tennis player is the only player to have won titles.
1248,164019.jpg,1,1,2,0,1,"person , who was born with a rare genetic condition , has been working as a nurse."
1249,164020.jpg,1,0,0,0,0,actor as person in the movie.
1250,164021.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1251,164022.jpg,0,0,1,1,1,actor at the premiere of comedy.
1252,164023.jpg,1,1,2,0,1,actor in a promotional portrait.
1253,164024.jpg,0,0,1,1,1,actor as person in the film.
1254,164025.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1255,164026.jpg,0,0,0,0,1,"person , a student , was found in a bedroom."
1256,164027.jpg,0,0,1,1,1,actor arrives at the premiere.
1257,164028.jpg,0,0,1,1,1,tennis player is the only player to have won titles.
1258,164029.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1259,164030.jpg,0,0,0,0,1,actor at the premiere of comedy.
1260,164031.jpg,0,0,0,0,1,actor is the face of person.
1261,164032.jpg,0,0,1,1,1,"person , a student , was found in a bedroom."
1262,164033.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1263,164034.jpg,0,0,1,1,1,actor at the premiere of comedy.
1264,164035.jpg,0,1,2,0,0,"person , a model and actress , has been named the most popular model in the world."
1265,164036.jpg,0,0,1,1,1,american football player is the face of person.
1266,164037.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1267,164038.jpg,0,0,0,0,1,"person , who is the lead singer for the band , died friday at age."
1268,164039.jpg,0,0,0,0,1,actor at the premiere of science fiction film.
1269,164040.jpg,0,0,1,1,1,actor attends the premiere of the film.
1270,164041.jpg,0,0,0,0,1,actor attends the premiere during festival at person.
1271,164042.jpg,0,0,1,1,1,actor attends the opening night.
1272,164043.jpg,0,0,0,0,1,i want to do this to my hair.
1273,164044.jpg,0,0,1,1,1,person was arrested after a fight with a man.
1274,164045.jpg,0,0,1,1,1,actor is a former contestant and recurring competition.
1275,164046.jpg,0,0,1,1,1,"person , who has been living with her condition , has been told she will need to undergo surgery to remove her hair."
1276,164047.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1277,164048.jpg,0,0,1,1,1,actor is a man of many talents.
1278,164049.jpg,0,1,2,0,0,"person , who has been dating person , said she was shocked to see the pair 's faces."
1279,164050.jpg,1,1,2,0,1,actor is the new face of person.
1280,164051.jpg,0,0,1,1,1,actor at the premiere of the film.
1281,164052.jpg,0,0,1,1,1,"person , who was arrested after a fight with a friend , has been released."
1282,164053.jpg,0,0,0,0,1,actor is the face of beauty.
1283,164054.jpg,0,0,1,1,1,the cover of the album.
1284,164055.jpg,0,0,1,1,1,basketball shooting guard attends the premiere.
1285,164056.jpg,1,0,0,0,0,actor at the premiere of romantic comedy film.
1286,164057.jpg,0,0,1,1,1,actor is a man of many talents.
1287,164058.jpg,0,0,1,1,1,football player is the only player to have won caps.
1288,164059.jpg,1,1,2,0,1,short hairstyles for women : short hairstyles for women that are beautiful.
1289,164060.jpg,0,0,1,1,1,politician : the man who has made the world a better place.
1290,164061.jpg,1,0,0,0,0,actor with a bob hairstyle.
1291,164062.jpg,0,0,1,1,1,"person , a former member of the family."
1292,164063.jpg,0,0,0,0,1,actor arrives at the premiere.
1293,164064.jpg,0,0,1,1,1,actor at the premiere of romance film.
1294,164065.jpg,0,0,0,0,1,actor as person in the new movie.
1295,164066.jpg,0,0,0,0,1,a woman with long hair.
1296,164067.jpg,1,0,0,0,0,i love the hair color and the makeup.
1297,164068.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1298,164069.jpg,0,0,1,1,1,person is a comedian and actor.
1299,164070.jpg,0,0,1,1,1,actor is a man of many talents.
1300,164071.jpg,0,0,0,0,1,"person , was found in a bedroom."
1301,164072.jpg,0,0,1,1,1,actor attends the series to discuss.
1302,164073.jpg,0,0,0,0,1,i want my hair like this !.
1303,164074.jpg,0,0,0,0,1,actor attends the premiere of season.
1304,164075.jpg,0,0,1,1,1,person is the new face.
1305,164076.jpg,0,0,0,0,1,"person , who was found with a head injury , has been named person."
1306,164077.jpg,0,0,1,1,1,actor in a scene from the movie.
1307,164078.jpg,1,1,2,0,1,"actor is a model , actress and model."
1308,164079.jpg,0,0,0,0,1,"person , who was the first person to be evicted from the house , has been living in the house."
1309,164080.jpg,1,1,2,0,1,person is the new face of person.
1310,164081.jpg,0,0,0,0,1,"person , who has been battling cancer , said she was inspired to make the decision after seeing the video."
1311,164082.jpg,0,0,1,1,1,the man behind the mask.
1312,164083.jpg,0,0,0,0,1,actor is all smiles as she talks to a reporter.
1313,164084.jpg,0,0,1,1,1,actor attends the opening night.
1314,164085.jpg,0,0,1,1,1,hip hop artist attends the premiere.
1315,164086.jpg,0,0,0,0,1,actor as person in the film.
1316,164087.jpg,0,0,1,1,1,the man who has been dubbed the most ugly man on the planet.
1317,164088.jpg,0,0,1,1,1,"person , who was the first player to win tennis tournament."
1318,164089.jpg,1,1,2,0,1,i want my hair like this !.
1319,164090.jpg,1,1,2,0,1,"i 'm not sure what this is , but i love her hair."
1320,164091.jpg,0,0,1,1,1,actor was also spotted at the event.
1321,164092.jpg,0,0,0,0,1,a young girl smiles as she waits for her bus to arrive.
1322,164093.jpg,0,0,1,1,1,actor is a man with a beautiful smile.
1323,164094.jpg,0,0,1,1,1,"person , the lead singer of the band , performs."
1324,164095.jpg,0,0,0,0,1,actor at the premiere of romance film.
1325,164096.jpg,1,1,2,0,1,actor with her hair in a bob.
1326,164097.jpg,0,0,0,0,1,i want a hat like this for my wedding.
1327,164098.jpg,0,0,1,1,1,actor attends the premiere of the film.
1328,164099.jpg,0,0,0,0,1,"i 'm not a fan of hair , but i love the bangs."
1329,164100.jpg,0,0,1,1,1,actor is a man of many talents.
1330,164101.jpg,0,0,0,0,1,person is a model and actress.
1331,164102.jpg,0,0,0,0,1,person is a model and actress.
1332,164103.jpg,0,0,1,1,1,actor at the oscars in a suit.
1333,164104.jpg,1,1,2,0,1,"person , a former contestant , is shown in this undated image."
1334,164105.jpg,0,0,1,1,1,tennis player is the only player to win titles.
1335,164106.jpg,1,1,2,0,1,actor at the premiere of romantic comedy film.
1336,164107.jpg,0,0,0,0,1,actor is the face of a new era for hair.
1337,164108.jpg,0,0,0,0,1,pop artist arrives at the premiere.
1338,164109.jpg,0,0,0,0,1,"person , who is a singer , has been performing."
1339,164110.jpg,0,0,1,1,1,actor attends the premiere of season.
1340,164111.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1341,164112.jpg,0,0,0,0,1,actor at the premiere of thriller film.
1342,164113.jpg,0,0,1,1,1,actor is a man of many talents.
1343,164114.jpg,1,1,2,0,1,actor with her hair in a bob.
1344,164115.jpg,0,0,1,1,1,coach looks on during the match.
1345,164116.jpg,0,0,0,0,1,person is a singer - songwriter and actress.
1346,164117.jpg,0,0,1,1,1,actor arrives at the premiere.
1347,164118.jpg,1,1,2,0,1,"person , who is now a mother of three , has been battling breast cancer."
1348,164119.jpg,1,1,2,0,1,actor at the premiere of romantic comedy film.
1349,164120.jpg,0,0,1,1,1,actor - i love his hair and beard.
1350,164121.jpg,0,0,0,0,1,"person , was found in a bedroom."
1351,164122.jpg,0,0,1,1,1,actor attends the season premiere.
1352,164123.jpg,0,0,1,1,1,tennis player reacts during his men 's singles final match against tennis player during tennis tournament.
1353,164124.jpg,0,0,1,1,1,actor at the premiere of romantic comedy film.
1354,164125.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1355,164126.jpg,0,0,0,0,1,"person , who was the first woman to be elected as a mp , said she was inspired by the success of the campaign."
1356,164127.jpg,1,1,2,0,1,person is a natural beauty with a beautiful smile.
1357,164128.jpg,0,0,1,1,1,"person , the lead singer of the band , died this morning at age."
1358,164129.jpg,0,0,1,1,1,actor arrives at the premiere.
1359,164130.jpg,0,0,1,1,1,actor as person in the tv series.
1360,164131.jpg,0,0,1,1,1,football player is the only player to have won caps.
1361,164132.jpg,1,1,2,0,1,actor attends the uk premiere.
1362,164133.jpg,0,0,0,0,1,"person , a student , was found in a bathroom."
1363,164134.jpg,0,0,1,1,1,"person , who is the new chief executive , is seen in this undated image."
1364,164135.jpg,0,0,1,1,1,"person , who was the first person to be diagnosed with the condition , died."
1365,164136.jpg,0,1,2,0,0,actor is a model and actress.
1366,164137.jpg,0,0,0,0,1,"person , a model , has been chosen as the new face of person."
1367,164138.jpg,0,1,2,0,0,"person , a former contestant , is now a contestant."
1368,164139.jpg,0,0,1,1,1,actor at the premiere of romance film.
1369,164140.jpg,0,0,0,0,1,"person , who has been diagnosed with the condition , has been told she will not be able to walk again."
1370,164141.jpg,0,0,0,0,1,actor arrives at the premiere.
1371,164142.jpg,0,0,0,0,1,"person , who was the first person to be diagnosed with the condition , has been battling the disease."
1372,164143.jpg,0,0,1,1,1,"person , a retired teacher , is pictured."
1373,164144.jpg,0,0,1,1,1,hard rock artist with a beard.
1374,164145.jpg,0,0,0,0,1,"person , the face of person."
1375,164146.jpg,0,0,0,0,1,actor is a model and actress.
1376,164147.jpg,0,0,1,1,1,actor arrives at the premiere.
1377,164148.jpg,0,0,1,1,1,tennis player is the only player to win the men 's singles final.
1378,164149.jpg,0,0,1,1,1,"person , a woman with a long , curly hair , wearing a hat."
1379,164150.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
1380,164151.jpg,0,0,1,1,1,gangsta rap artist attends awards.
1381,164152.jpg,0,0,0,0,1,actor at the premiere of romantic comedy film.
1382,164153.jpg,0,0,1,1,1,actor attends the world premiere.
1383,164154.jpg,0,0,1,1,1,"actor with a long , straight beard."
1384,164155.jpg,0,0,1,1,1,actor is a man of many talents.
1385,164156.jpg,0,0,1,1,1,"person , the man behind the new range."
1386,164157.jpg,1,1,2,0,1,country pop artist at awards.
1387,164158.jpg,0,0,0,0,1,actor in a scene from the movie.
1388,164159.jpg,0,0,1,1,1,baseball player is seen before a baseball game against sports team.
1389,164160.jpg,0,0,0,0,1,actor arrives at the premiere.
1390,164161.jpg,0,0,0,0,1,actor arrives at the premiere.
1391,164162.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
1392,164163.jpg,0,0,0,0,1,"person , was arrested after a man called 911 to report a fight."
1393,164164.jpg,0,0,1,1,1,actor as person in the film.
1394,164165.jpg,0,0,1,1,1,actor at the premiere of thriller film.
1395,164166.jpg,0,0,1,1,1,"actor , the man behind the mask."
1396,164167.jpg,0,0,0,0,1,actor arrives at the premiere.
1397,164168.jpg,0,0,1,1,1,actor at the premiere of science fiction film.
1398,164169.jpg,1,1,2,0,1,"person , who is now a model , has been battling cancer."
